Year,Distance,Totalinjuries,Totalfatalities,Injuryseverity,Collisionmanner,Lightcondition,Weather,SurfaceCondition,Unittype_One,Gender_Drv1,Traveldirection_One,AlcoholUse_Drv1,DrugUse_Drv1,Unittype_Two,Gender_Drv2,Traveldirection_Two,AlcoholUse_Drv2,DrugUse_Drv2,Hour,Weekday,Month,Weekend,Rush_Hour,Hazardous_Road,Age_Group_Drv1,Age_Group_Drv2,Substance_Use,Junction_Category,Violation_Category_Drv1,Violation_Category_Drv2,Unitaction_Category_Two,Unitaction_Category_One
2012.0,60.192,0.0,0.0,3,6,3,0,3,0,0,5,1,1,0,0,5,1,1,16,2,1,0,1,0,1,1,0,4,0,5,8,2
2012.0,-170.016,0.0,0.0,3,1,4,0,0,0,0,1,1,1,0,1,2,1,1,17,2,1,0,1,0,0,2,0,0,2,5,3,9
2012.0,-200.112,0.0,0.0,3,6,3,0,0,0,0,5,1,1,0,1,5,1,1,17,2,1,0,1,0,2,1,0,6,0,5,8,3
2012.0,50.16,0.0,0.0,3,1,0,0,0,2,1,5,1,1,0,0,9,1,1,18,2,1,0,1,0,2,1,0,4,9,5,9,3
2012.0,330.0,0.0,0.0,3,1,0,0,0,2,1,1,1,1,0,1,5,1,1,20,2,1,0,0,0,2,2,0,0,5,5,5,3
2012.0,0.0,0.0,0.0,3,4,0,0,0,0,0,9,1,1,0,0,1,1,1,22,2,1,0,0,0,1,2,0,2,4,5,3,9
2012.0,88.176,0.0,0.0,3,10,3,0,0,0,1,9,1,1,0,1,9,1,1,7,3,1,0,1,0,0,1,0,4,5,5,3,3
2012.0,-255.024,3.0,0.0,1,6,3,0,0,0,0,1,1,1,0,1,1,1,1,8,3,1,0,1,0,2,0,0,4,0,5,8,3
2012.0,-26.928,0.0,0.0,3,4,3,0,0,0,1,1,1,1,0,0,2,1,1,11,3,1,0,0,0,1,1,0,2,2,5,9,3
2012.0,1048.08,0.0,0.0,3,1,3,0,0,0,1,2,1,1,2,1,1,1,1,12,3,1,0,0,0,2,2,0,0,4,5,3,9
2012.0,0.0,0.0,0.0,3,1,3,0,0,0,1,1,1,1,0,0,2,1,1,14,3,1,0,0,0,1,1,0,4,2,5,3,3
2012.0,-91.872,0.0,0.0,3,4,3,0,0,0,0,7,1,1,0,1,6,1,1,15,3,1,0,0,0,1,1,0,4,5,5,9,9
2012.0,64.944,0.0,0.0,3,6,4,0,0,0,1,1,1,1,0,0,1,1,1,17,3,1,0,1,0,2,2,0,6,7,5,8,3
2012.0,-796.224,0.0,0.0,3,6,4,0,0,0,1,2,1,1,0,1,2,1,1,17,3,1,0,1,0,2,1,0,6,7,5,8,3
2012.0,223.872,0.0,0.0,3,6,4,0,0,0,1,5,1,1,0,1,5,1,1,17,3,1,0,1,0,2,1,0,4,7,5,8,3
2012.0,0.0,0.0,0.0,3,10,3,0,0,0,1,2,1,1,0,0,2,1,1,8,4,1,0,1,0,1,2,0,4,9,5,3,9
2012.0,500.016,0.0,0.0,3,6,3,0,0,0,0,9,1,1,0,0,9,1,1,8,4,1,0,1,0,2,1,0,6,0,5,8,3
2012.0,-163.152,0.0,0.0,3,10,3,0,0,0,0,1,1,1,0,1,1,1,1,9,4,1,0,1,0,1,1,0,2,9,5,3,2
2012.0,61.776,0.0,0.0,3,4,3,0,0,0,1,9,1,1,0,0,9,1,1,12,4,1,0,0,0,1,1,0,6,4,5,3,9
2012.0,-261.888,2.0,0.0,3,6,3,0,0,0,1,2,1,1,0,1,2,1,1,14,4,1,0,0,0,1,1,0,4,8,5,8,3
2012.0,711.216,1.0,0.0,3,1,3,0,0,2,1,9,1,1,0,0,2,1,1,14,4,1,0,0,0,2,0,0,0,5,5,5,3
2012.0,-10.032,0.0,0.0,3,6,3,0,0,0,1,1,1,1,0,0,1,1,1,14,4,1,0,0,0,1,1,0,4,7,5,8,3
2012.0,60.192,0.0,0.0,3,5,3,0,0,0,1,8,1,1,0,0,8,1,1,17,4,1,0,1,0,1,1,0,4,0,5,8,1
2012.0,0.0,0.0,0.0,3,4,0,0,0,0,0,9,1,1,0,1,1,1,1,18,4,1,0,1,0,2,1,0,4,5,5,3,9
2012.0,-500.016,0.0,0.0,3,10,0,0,0,0,0,5,1,1,0,0,5,1,1,19,4,1,0,1,0,2,0,0,6,9,5,3,2
2012.0,0.0,1.0,0.0,3,1,0,0,0,0,1,5,1,1,0,1,1,1,1,22,4,1,0,0,0,1,1,0,2,2,5,3,3
2012.0,0.0,0.0,0.0,3,4,0,0,0,0,1,7,1,1,0,1,1,1,1,0,5,1,1,0,0,1,1,0,4,4,5,3,9
2012.0,125.136,0.0,0.0,3,6,3,0,0,0,0,2,1,1,0,0,2,1,1,10,5,1,1,0,0,0,1,0,4,7,5,8,3
2012.0,-190.08,0.0,0.0,3,1,3,0,0,0,1,6,1,1,0,1,9,1,1,13,5,1,1,0,0,2,1,0,6,9,5,3,9
2012.0,0.0,2.0,0.0,3,4,3,0,0,0,1,4,1,1,0,0,5,1,1,14,5,1,1,0,0,0,1,0,2,2,5,3,9
2012.0,180.048,1.0,0.0,3,6,3,0,0,0,0,5,1,1,0,1,5,1,1,16,5,1,1,1,0,2,1,0,2,7,5,9,3
2012.0,50.16,1.0,0.0,3,6,0,0,0,0,1,1,1,1,0,0,1,1,1,18,5,1,1,1,0,2,1,0,2,7,5,8,3
2012.0,25.872,2.0,0.0,3,6,3,0,0,0,1,1,1,1,0,0,1,1,1,18,5,1,1,1,0,1,1,0,2,7,5,8,3
2012.0,-249.744,0.0,0.0,3,6,0,0,0,0,0,1,1,1,0,1,1,1,1,18,5,1,1,1,0,1,2,0,6,7,5,8,3
2012.0,200.112,0.0,0.0,3,5,0,0,0,0,1,5,1,1,0,0,2,1,1,18,5,1,1,1,0,0,1,0,6,1,5,3,8
2012.0,0.0,0.0,0.0,3,4,0,0,0,0,2,4,1,1,0,0,1,1,1,19,5,1,1,1,0,0,2,0,4,4,5,3,9
2012.0,125.136,0.0,0.0,3,10,0,0,0,0,1,9,1,1,0,0,9,1,1,21,5,1,1,0,0,1,2,0,4,9,5,3,2
2012.0,99.792,1.0,0.0,3,6,0,0,0,0,1,5,1,1,0,0,5,1,1,0,6,1,1,0,0,1,2,0,4,7,5,8,3
2012.0,0.0,0.0,0.0,3,10,0,0,0,0,2,9,1,1,0,1,9,1,1,2,6,1,1,0,0,0,2,0,4,9,5,3,3
2012.0,0.0,0.0,0.0,3,4,3,0,0,0,1,5,1,1,0,1,1,1,1,15,6,1,1,0,0,1,2,0,4,4,5,3,9
2012.0,0.0,0.0,0.0,3,6,0,0,0,0,0,9,1,1,0,0,9,1,1,5,0,1,0,0,0,2,1,0,2,0,5,8,3
2012.0,295.152,1.0,0.0,3,6,3,0,0,0,1,9,1,1,0,0,9,1,1,7,0,1,0,1,0,1,1,0,6,7,5,8,3
2012.0,554.928,0.0,0.0,3,6,3,0,0,0,0,1,1,1,0,0,1,1,1,9,0,1,0,1,0,1,1,0,6,7,5,8,3
2012.0,-99.792,0.0,1.0,0,6,3,0,0,0,0,2,1,1,0,1,2,1,1,9,0,1,0,1,0,0,1,0,2,5,5,9,3
2012.0,92.928,0.0,0.0,3,1,3,0,0,0,1,6,1,1,0,1,9,1,1,13,0,1,0,0,0,1,1,0,0,5,5,3,9
2012.0,-200.112,0.0,0.0,3,10,3,0,0,0,0,2,1,1,0,1,2,1,1,13,0,1,0,0,0,0,0,0,6,9,5,3,9
2012.0,0.0,0.0,0.0,3,1,3,0,0,0,0,4,1,1,0,0,9,1,1,15,0,1,0,0,0,1,1,0,4,5,5,3,9
2012.0,-44.88,0.0,0.0,3,6,3,0,0,0,0,9,1,1,0,1,9,1,1,15,0,1,0,0,0,1,1,0,6,7,5,8,3
2012.0,0.0,0.0,0.0,3,1,3,0,0,0,0,2,1,1,0,1,1,1,1,16,0,1,0,1,0,0,1,0,4,2,5,3,9
2012.0,-300.96,1.0,0.0,3,1,3,0,0,2,1,9,1,1,0,0,9,1,1,17,0,1,0,1,0,2,1,0,6,5,5,3,0
2012.0,-419.76,1.0,0.0,3,4,3,0,0,0,1,9,1,1,0,1,5,1,1,17,0,1,0,1,0,2,0,0,6,4,5,3,9
2012.0,210.144,0.0,0.0,3,6,0,0,0,0,1,5,1,1,0,0,5,1,1,18,0,1,0,1,0,1,2,0,4,7,5,8,3
2012.0,-40.128,1.0,0.0,3,9,0,0,0,0,1,1,1,1,0,0,9,1,1,18,0,1,0,1,0,2,1,0,6,9,5,3,2
2012.0,34.848,0.0,0.0,3,6,0,0,0,0,0,5,1,1,0,1,5,1,1,19,0,1,0,1,0,1,2,0,2,7,5,8,3
2012.0,-533.808,3.0,0.0,2,6,3,0,0,0,0,2,1,1,0,0,2,1,1,7,1,1,0,1,0,1,2,0,4,7,5,8,3
2012.0,170.016,0.0,0.0,3,10,3,0,0,0,1,5,1,1,0,0,5,1,1,8,1,1,0,1,0,2,1,0,6,9,5,3,2
2012.0,-24.816,0.0,0.0,3,6,3,0,0,0,1,1,1,1,0,1,1,1,1,9,1,1,0,1,0,1,0,0,2,0,5,3,3
2012.0,352.176,0.0,0.0,3,1,3,0,0,0,1,4,1,1,0,0,5,1,1,11,1,1,0,0,0,1,0,0,6,0,5,8,9
2012.0,0.0,0.0,0.0,3,1,3,0,0,0,1,3,1,1,0,1,5,1,1,13,1,1,0,0,0,2,1,0,4,5,5,3,9
2012.0,96.096,0.0,0.0,3,6,3,0,0,0,1,5,1,1,0,0,5,1,1,13,1,1,0,0,0,2,1,0,4,0,5,8,3
2012.0,-76.032,0.0,0.0,3,6,3,0,0,0,1,2,1,1,0,1,2,1,1,13,1,1,0,0,0,1,0,0,4,7,5,8,3
2012.0,500.016,0.0,0.0,3,10,3,0,0,0,0,9,1,1,0,0,9,1,1,14,1,1,0,0,0,0,1,0,6,9,5,3,2
2012.0,0.0,1.0,0.0,2,4,3,0,0,0,1,5,1,1,3,0,1,1,1,16,1,1,0,1,0,2,2,0,4,2,5,5,9
2012.0,-89.76,1.0,0.0,3,1,3,0,0,0,0,5,1,1,0,1,6,1,1,16,1,1,0,1,0,1,2,0,3,5,5,9,3
2012.0,0.0,2.0,0.0,3,1,3,0,0,0,0,1,1,1,0,0,5,1,1,17,1,1,0,1,0,1,2,0,4,5,5,3,9
2012.0,-52.8,0.0,0.0,3,6,0,0,0,0,0,5,1,1,0,1,5,1,1,20,1,1,0,0,0,2,1,0,6,7,5,3,3
2012.0,0.0,0.0,0.0,3,6,0,0,0,0,1,5,1,1,0,1,5,1,1,21,1,1,0,0,0,1,1,0,4,7,5,8,8
2012.0,129.888,0.0,0.0,3,1,0,0,0,0,0,9,1,1,0,1,2,1,1,22,1,1,0,0,0,2,1,0,0,2,5,3,9
2012.0,0.0,0.0,0.0,3,4,3,0,0,0,0,6,1,1,0,1,2,1,1,7,2,1,0,1,0,1,2,0,4,5,5,3,9
2012.0,595.056,2.0,0.0,3,4,3,0,0,0,1,5,1,1,0,1,1,1,1,10,2,1,0,0,0,0,2,0,6,5,5,3,9
2012.0,50.16,0.0,0.0,3,6,3,1,0,0,0,5,1,1,0,1,5,1,1,11,2,1,0,0,0,1,1,0,4,7,5,8,3
2012.0,0.0,0.0,0.0,3,10,3,0,0,0,0,8,1,1,0,0,8,1,1,12,2,1,0,0,0,1,2,0,4,5,5,9,9
2012.0,0.0,0.0,0.0,3,1,3,0,0,0,1,3,1,1,0,0,5,1,1,15,2,1,0,0,0,2,2,0,4,5,5,2,5
2012.0,-165.264,0.0,0.0,3,1,3,0,0,0,0,8,1,1,0,1,5,1,1,16,2,1,0,1,0,1,2,0,0,2,5,3,9
2012.0,-139.92,0.0,0.0,3,10,3,0,0,0,0,2,1,1,0,1,2,1,1,16,2,1,0,1,0,1,1,0,3,5,5,3,3
2012.0,-70.224,0.0,0.0,3,6,3,0,0,0,0,5,1,1,0,1,5,1,1,17,2,1,0,1,0,1,1,0,4,8,5,8,3
2012.0,-104.016,0.0,0.0,3,6,0,0,0,0,1,2,1,1,0,0,2,1,1,18,2,1,0,1,0,2,2,0,6,7,5,8,3
2012.0,30.096,0.0,0.0,3,6,3,0,0,0,2,9,1,1,0,0,9,1,1,7,3,1,0,1,0,0,1,0,4,5,5,8,3
2012.0,-49.104,0.0,0.0,3,6,3,0,0,0,0,2,1,1,0,0,2,1,1,8,3,1,0,1,0,2,2,0,4,7,5,8,3
2012.0,0.0,0.0,0.0,3,4,3,0,0,0,1,1,1,1,0,1,4,1,1,9,3,1,0,1,0,2,1,0,2,2,5,9,3
2012.0,500.016,1.0,0.0,2,10,3,1,0,0,1,2,1,1,0,1,2,1,1,10,3,1,0,0,0,2,2,0,6,9,5,3,9
2012.0,-95.04,0.0,0.0,3,1,3,1,0,0,0,1,1,1,0,1,5,1,1,10,3,1,0,0,0,0,0,0,4,4,5,3,9
2012.0,-15.84,0.0,0.0,3,6,3,0,0,0,1,5,1,1,0,1,5,1,1,15,3,1,0,0,0,2,2,0,2,7,5,8,8
2012.0,0.0,0.0,0.0,3,6,3,1,0,0,1,9,1,1,0,1,9,1,1,15,3,1,0,0,0,1,1,0,2,0,5,8,9
2012.0,-220.176,0.0,0.0,3,1,0,0,0,0,1,1,1,1,0,1,5,1,1,17,3,1,0,1,0,2,0,0,0,2,5,8,9
2012.0,0.0,0.0,0.0,3,1,0,0,0,0,1,9,1,1,0,1,2,1,1,21,3,1,0,0,0,2,2,0,4,2,5,9,3
2012.0,0.0,1.0,0.0,1,4,2,0,0,0,0,7,1,1,0,1,1,1,1,7,4,1,0,1,0,1,1,0,4,4,5,3,9
2012.0,0.0,0.0,0.0,3,4,3,0,0,0,0,1,1,1,0,0,9,1,1,9,4,1,0,1,0,1,0,0,4,4,5,3,9
2012.0,0.0,0.0,0.0,3,1,3,0,0,0,0,1,1,1,0,0,5,1,1,11,4,1,0,0,0,2,2,0,4,2,5,3,9
2012.0,680.064,1.0,0.0,1,1,3,0,0,0,1,2,1,1,0,1,1,1,1,11,4,1,0,0,0,2,1,0,4,7,5,3,3
2012.0,0.0,0.0,0.0,3,1,3,0,0,0,1,2,1,1,0,1,1,1,1,14,4,1,0,0,0,1,1,0,4,2,5,3,3
2012.0,0.0,0.0,0.0,3,1,3,0,0,0,0,9,1,1,0,0,5,1,1,14,4,1,0,0,0,2,2,0,2,2,5,3,3
2012.0,-232.848,1.0,0.0,3,6,3,0,0,0,1,1,1,1,0,0,1,1,1,14,4,1,0,0,0,1,1,0,6,8,5,8,8
2012.0,-299.904,1.0,0.0,2,6,3,0,0,0,1,1,1,1,0,1,1,1,1,15,4,1,0,0,0,1,1,0,6,7,5,8,3
2012.0,88.176,0.0,0.0,3,6,3,0,0,0,1,5,1,1,0,0,5,1,1,15,4,1,0,0,0,1,1,0,4,7,5,8,3
2012.0,-34.848,0.0,0.0,3,6,3,0,0,0,0,1,1,1,0,0,1,1,1,16,4,1,0,1,0,1,1,0,4,0,5,8,3
2012.0,-8.976,1.0,0.0,3,4,3,0,0,0,1,5,1,1,2,1,1,1,1,16,4,1,0,1,0,1,2,0,4,0,5,3,9
2012.0,-54.912,1.0,0.0,2,4,3,0,0,0,0,9,1,1,2,1,1,1,1,16,4,1,0,1,0,1,1,0,4,2,5,3,9
2012.0,619.872,0.0,0.0,3,4,3,0,0,0,0,1,1,1,0,1,9,1,1,16,4,1,0,1,0,1,1,0,0,2,5,3,9
2012.0,265.056,0.0,0.0,3,10,4,0,0,0,2,5,1,1,0,0,5,1,1,17,4,1,0,1,0,0,1,0,6,7,5,8,3
2012.0,27.984,1.0,0.0,3,6,0,0,0,0,0,9,1,1,0,1,9,1,1,18,4,1,0,1,0,1,1,0,4,0,5,8,3
2012.0,-50.16,0.0,0.0,3,5,0,0,0,0,0,9,1,1,0,0,1,1,1,18,4,1,0,1,0,1,1,0,4,0,5,8,1
2012.0,99.792,0.0,0.0,3,6,0,0,0,0,1,5,1,1,0,0,5,1,1,22,4,1,0,0,0,2,2,0,6,7,5,8,8
2012.0,0.0,0.0,0.0,3,4,3,0,0,0,1,5,1,1,0,1,2,1,1,12,5,1,1,0,0,2,1,0,4,0,5,3,9
2012.0,14.256,0.0,0.0,3,6,3,0,0,0,0,9,1,1,0,0,9,1,1,12,5,1,1,0,0,1,1,0,4,0,5,8,3
2012.0,-54.912,0.0,0.0,3,6,3,1,0,0,1,2,1,1,0,1,2,1,1,13,5,1,1,0,0,1,1,0,4,7,5,8,8
2012.0,29.04,0.0,0.0,3,6,3,0,0,0,1,5,1,1,0,1,5,1,1,16,5,1,1,1,0,1,1,0,2,7,5,8,3
2012.0,0.0,0.0,0.0,3,1,0,1,0,0,0,5,1,1,0,0,1,1,1,20,5,1,1,0,0,1,1,0,4,5,5,3,9
2012.0,66.0,0.0,0.0,3,6,0,0,0,0,1,2,1,1,0,0,5,1,1,0,6,1,1,0,0,1,1,0,4,0,5,8,1
2012.0,-271.92,1.0,0.0,2,5,0,0,0,0,1,9,1,1,0,0,9,1,1,2,6,1,1,0,0,2,0,0,6,7,5,3,3
2012.0,99.792,0.0,0.0,3,6,2,0,0,0,1,5,0,1,0,1,5,1,1,6,6,1,1,0,0,2,1,0,4,0,5,8,3
2012.0,0.0,0.0,0.0,3,6,0,1,0,0,1,7,1,1,0,1,7,1,1,6,6,1,1,0,0,1,1,0,4,8,5,9,9
2012.0,0.0,0.0,0.0,3,6,3,0,0,0,1,5,1,1,0,1,5,1,1,15,6,1,1,0,0,2,1,0,4,7,5,9,3
2012.0,-95.04,0.0,0.0,3,10,3,1,0,0,0,1,1,1,0,1,1,1,1,16,6,1,1,1,0,0,1,0,6,9,5,3,2
2012.0,-24.816,0.0,0.0,3,6,0,0,0,0,0,2,1,1,0,0,2,1,1,19,6,1,1,1,0,0,2,0,2,5,5,3,1
2012.0,0.0,0.0,0.0,3,4,0,0,0,0,0,1,1,1,0,1,5,1,1,20,6,1,1,0,0,1,2,0,4,2,5,9,9
2012.0,-627.792,0.0,0.0,3,6,3,0,0,0,1,2,1,1,0,0,2,1,1,15,0,1,0,0,0,1,1,0,6,0,5,8,3
2012.0,0.0,0.0,0.0,3,1,0,0,0,0,1,2,1,1,0,1,9,1,1,19,0,1,0,1,0,1,2,0,2,4,5,3,9
2012.0,-102.96,1.0,0.0,3,6,3,0,0,0,1,1,1,1,0,0,1,1,1,8,1,1,0,1,0,0,2,0,4,7,5,8,3
2012.0,0.0,1.0,0.0,2,4,3,0,0,0,1,6,1,1,0,1,2,1,1,8,1,1,0,1,0,1,1,0,4,4,5,3,9
2012.0,50.16,2.0,0.0,3,6,3,0,0,0,0,9,1,1,0,1,9,1,1,8,1,1,0,1,0,2,2,0,2,0,5,8,3
2012.0,0.0,0.0,0.0,3,4,3,0,0,0,0,5,1,1,0,1,3,1,1,12,1,1,0,0,0,2,2,0,4,2,5,9,3
2012.0,-189.024,0.0,0.0,3,6,3,0,0,0,1,2,1,1,0,0,2,1,1,14,1,1,0,0,0,2,2,0,6,7,5,8,3
2012.0,0.0,2.0,0.0,3,4,3,0,0,0,1,7,1,1,0,0,1,1,1,14,1,1,0,0,0,1,1,0,2,5,5,3,9
2012.0,-388.08,1.0,0.0,3,1,3,0,0,0,1,3,1,1,0,1,5,1,1,15,1,1,0,0,0,1,1,0,0,5,5,3,9
2012.0,193.776,0.0,0.0,3,6,0,0,0,0,1,5,1,1,0,0,5,1,1,18,1,1,0,1,0,2,0,0,4,0,5,8,3
2012.0,0.0,0.0,0.0,3,4,0,0,0,0,0,2,1,1,0,0,7,1,1,19,1,1,0,1,0,0,1,0,4,2,5,9,3
2012.0,52.8,0.0,0.0,3,6,0,0,0,0,1,2,1,1,0,0,2,1,1,20,1,1,0,0,0,2,2,0,6,7,5,3,3
2012.0,-95.04,0.0,0.0,3,6,0,0,0,0,0,5,1,1,0,0,5,1,1,20,1,1,0,0,0,2,1,0,4,0,5,8,3
2012.0,-24.816,2.0,0.0,3,9,0,0,0,0,1,5,0,1,0,1,2,1,1,20,1,1,0,0,0,2,0,0,2,9,5,8,3
2012.0,0.0,0.0,0.0,3,4,0,0,0,0,0,5,1,1,0,0,1,1,1,23,1,1,0,0,0,2,2,0,4,2,5,3,9
2012.0,0.0,1.0,0.0,2,1,3,0,0,0,1,1,1,1,0,0,5,1,1,5,2,1,0,0,0,0,1,0,2,2,5,3,3
2012.0,0.0,0.0,0.0,3,4,3,0,0,0,1,9,1,1,0,0,1,1,1,10,2,1,0,0,0,1,1,0,4,4,5,3,9
2012.0,249.744,0.0,0.0,3,10,3,0,0,0,1,1,1,1,0,1,1,1,1,15,2,1,0,0,0,1,1,0,6,9,5,3,2
2012.0,26.928,1.0,0.0,2,4,3,0,0,0,1,6,1,1,3,0,2,1,1,15,2,1,0,0,0,0,0,0,4,5,5,3,9
2012.0,-190.08,0.0,0.0,3,1,3,0,0,0,0,9,1,1,0,0,2,1,1,16,2,1,0,1,0,2,1,0,0,0,5,3,8
2012.0,-70.224,0.0,0.0,3,1,3,0,0,0,0,5,1,1,0,0,9,1,1,16,2,1,0,1,0,0,2,0,4,2,5,3,9
2012.0,40.128,0.0,0.0,3,6,3,0,0,0,0,1,1,1,0,1,1,1,1,16,2,1,0,1,0,2,1,0,6,7,5,8,3
2012.0,-155.76,1.0,0.0,3,6,0,0,0,0,0,5,1,1,0,1,5,1,1,18,2,1,0,1,0,2,1,0,6,0,5,9,3
2012.0,-200.112,0.0,0.0,3,10,0,0,0,0,1,1,1,1,0,0,1,1,1,18,2,1,0,1,0,2,2,0,4,9,5,2,2
2012.0,-60.192,2.0,0.0,2,6,0,0,0,0,1,1,1,1,0,0,1,1,1,19,2,1,0,1,0,1,1,0,4,7,5,8,3
2012.0,-115.104,0.0,0.0,3,6,0,0,0,0,1,1,0,1,0,1,1,1,1,21,2,1,0,0,0,0,1,0,4,7,5,8,3
2012.0,83.952,0.0,0.0,3,1,3,0,0,0,0,9,1,1,0,0,9,1,1,9,3,1,0,1,0,0,0,0,4,9,5,3,9
2012.0,0.0,2.0,0.0,3,4,3,0,0,0,0,7,1,1,0,0,1,1,1,10,3,1,0,0,0,0,1,0,4,5,5,3,9
2012.0,0.0,0.0,0.0,3,1,3,0,0,0,1,9,1,1,0,0,2,1,1,11,3,1,0,0,0,1,1,0,2,2,5,3,3
2012.0,0.0,2.0,0.0,3,1,3,0,0,0,1,5,1,1,0,0,1,1,1,12,3,1,0,0,0,1,1,0,4,2,5,3,3
2012.0,-135.168,0.0,0.0,3,6,3,0,0,0,0,1,1,1,0,0,1,1,1,14,3,1,0,0,0,1,2,0,4,7,5,8,3
2012.0,0.0,1.0,0.0,2,1,3,0,0,0,0,9,1,1,0,1,5,1,1,15,3,1,0,0,0,1,0,0,4,2,5,9,3
2012.0,-85.008,0.0,0.0,3,10,3,0,0,0,0,2,1,1,0,0,2,1,1,15,3,1,0,0,0,0,1,0,4,9,5,8,2
2012.0,153.12,0.0,0.0,3,6,3,0,0,0,0,9,1,1,0,0,9,1,1,16,3,1,0,1,0,2,1,0,6,7,5,8,3
2012.0,0.0,0.0,0.0,3,1,4,0,0,0,0,3,1,1,0,1,1,1,1,17,3,1,0,1,0,1,1,0,4,5,5,3,9
2012.0,700.128,0.0,0.0,3,10,3,0,0,0,0,9,1,1,0,1,9,1,1,17,3,1,0,1,0,1,1,0,6,9,5,3,2
